time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,y_nn_1, y_nn_2,y_nn_3,y_nn_4,y_nn_5,y_nn_6,y_nn_7,y_nn_8,y_nn_9, y_nn_10,y_nn_11,y_nn_12,u_nn_1, u_nn_2, u_nn_3,u_nn_4,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 2.93587, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 43.09271,-0.00000, -0.00000, 0.00000, 42.00869, 0.00000,0.00000, 0.00000 
0.01000, 2.93587, 0.00000, 0.00000, 0.00104, 0.00000, 0.00000, -0.20745, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00101,0.00000, 0.00000, -0.20056, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 42.45996,-0.00000, -0.00000, 0.00000, 41.60692, 0.00000,0.00000, 0.00000 
0.02000, 2.93587, 0.00000, 0.00000, 0.00413, 0.00000, 0.00000, -0.41035, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00400,0.00000, 0.00000, -0.39807, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 41.82031,-0.00000, -0.00000, 0.00000, 41.15598, 0.00000,0.00000, 0.00000 
0.03000, 2.93587, 0.00000, 0.00000, 0.00923, 0.00000, 0.00000, -0.60867, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00896,0.00000, 0.00000, -0.59219, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 41.17438,-0.00000, -0.00000, 0.00000, 40.66067, 0.00000,0.00000, 0.00000 
0.04000, 2.93587, 0.00000, 0.00000, 0.01629, 0.00000, 0.00000, -0.80235, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.01583,0.00000, 0.00000, -0.78264, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 40.52276,-0.00000, -0.00000, 0.00000, 40.12619, 0.00000,0.00000, 0.00000 
0.05000, 2.93587, 0.00000, 0.00000, 0.02526, 0.00000, 0.00000, -0.99135, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.02460,0.00000, 0.00000, -0.96914, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 39.86602,-0.00000, -0.00000, 0.00000, 39.55798, 0.00000,0.00000, 0.00000 
0.06000, 2.93587, 0.00000, 0.00000, 0.03610, 0.00000, 0.00000, -1.17565, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.03520,0.00000, 0.00000, -1.15149, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 39.20473,-0.00000, -0.00000, 0.00000, 38.96146, 0.00000,0.00000, 0.00000 
0.07000, 2.93587, 0.00000, 0.00000, 0.04876, 0.00000, 0.00000, -1.35521, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.04761,0.00000, 0.00000, -1.32948, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 38.53947,-0.00000, -0.00000, 0.00000, 38.34183, 0.00000,0.00000, 0.00000 
0.08000, 2.93587, 0.00000, 0.00000, 0.06319, 0.00000, 0.00000, -1.53000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.06178,0.00000, 0.00000, -1.50298, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 37.87079,-0.00000, -0.00000, 0.00000, 37.70389, 0.00000,0.00000, 0.00000 
0.09000, 2.93587, 0.00000, 0.00000, 0.07935, 0.00000, 0.00000, -1.70001, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.07765,0.00000, 0.00000, -1.67188, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 37.19922,-0.00000, -0.00000, 0.00000, 37.05195, 0.00000,0.00000, 0.00000 
