No, time, ref, y_nom, y_nn, u_nom, u_nn
1, 0.00000, 0.37500, 83.60531, 83.57144, 0.00000, 0.00000 
2, 0.02000, 0.37500, -53.01804, -53.04374, 0.01650, 0.01649 
3, 0.04000, 0.37500, 51.43740, 51.61336, 0.03809, 0.03718 
4, 0.06000, 0.37500, -30.74519, -30.57494, 0.05853, 0.05610 
5, 0.08000, 0.37500, 31.73525, 32.11460, 0.08187, 0.07716 
6, 0.10000, 0.37500, -17.73082, -17.35471, 0.10426, 0.09671 
7, 0.12000, 0.37500, 19.61989, 20.19043, 0.12804, 0.11704 
8, 0.14000, 0.37500, -10.16676, -9.58076, 0.15081, 0.13595 
9, 0.16000, 0.37500, 12.15591, 12.89798, 0.17391, 0.15479 
10, 0.18000, 0.37500, -5.77844, -5.00593, 0.19584, 0.17222 
11, 0.20000, 0.37500, 7.57057, 8.45404, 0.21738, 0.18906 
12, 0.22000, 0.37500, -3.21397, -2.29797, 0.23760, 0.20452 
13, 0.24000, 0.37500, 4.78677, 5.77083, 0.25694, 0.21911 
14, 0.26000, 0.37500, -1.67634, -0.66965, 0.27485, 0.23238 
15, 0.28000, 0.37500, 3.14403, 4.18104, 0.29159, 0.24465 
16, 0.30000, 0.37500, -0.70167, 0.34056, 0.30684, 0.25569 
17, 0.32000, 0.37500, 2.23195, 3.27250, 0.32078, 0.26572 
18, 0.34000, 0.37500, -0.02544, 0.99991, 0.33325, 0.27463 
19, 0.36000, 0.37500, 1.79104, 2.78841, 0.34437, 0.28258 
20, 0.38000, 0.37500, 0.49839, 1.46059, 0.35408, 0.28955 
21, 0.40000, 0.37500, 1.65368, 2.56710, 0.36250, 0.29567 
22, 0.42000, 0.37500, 0.94623, 1.80728, 0.36962, 0.30095 
23, 0.44000, 0.37500, 1.70889, 2.50571, 0.37556, 0.30550 
24, 0.46000, 0.37500, 1.35443, 2.08571, 0.38034, 0.30935 
25, 0.48000, 0.37500, 1.88147, 2.53826, 0.38409, 0.31259 
26, 0.50000, 0.37500, 1.73701, 2.31967, 0.38685, 0.31528 
27, 0.52000, 0.37500, 2.11941, 2.62219, 0.38874, 0.31749 
28, 0.54000, 0.37500, 2.09636, 2.52103, 0.38982, 0.31926 
29, 0.56000, 0.37500, 2.38632, 2.73014, 0.39019, 0.32067 
30, 0.58000, 0.37500, 2.42955, 2.69554, 0.38994, 0.32177 
31, 0.60000, 0.37500, 2.65678, 2.84478, 0.38915, 0.32260 
32, 0.62000, 0.37500, 2.73196, 2.84607, 0.38791, 0.32320 
33, 0.64000, 0.37500, 2.91335, 2.95549, 0.38628, 0.32363 
34, 0.66000, 0.37500, 2.99926, 2.97438, 0.38435, 0.32392 
35, 0.68000, 0.37500, 3.14462, 3.05618, 0.38219, 0.32410 
36, 0.70000, 0.37500, 3.22845, 3.08198, 0.37985, 0.32419 
37, 0.72000, 0.37500, 3.34379, 3.14379, 0.37740, 0.32424 
38, 0.74000, 0.37500, 3.41820, 3.17051, 0.37489, 0.32425 
39, 0.76000, 0.37500, 3.50766, 3.21734, 0.37237, 0.32425 
40, 0.78000, 0.37500, 3.56890, 3.24181, 0.36987, 0.32426 
41, 0.80000, 0.37500, 3.63574, 3.27713, 0.36745, 0.32428 
42, 0.82000, 0.37500, 3.68245, 3.29795, 0.36512, 0.32433 
43, 0.84000, 0.37500, 3.72958, 3.32429, 0.36292, 0.32441 
44, 0.86000, 0.37500, 3.76197, 3.34107, 0.36087, 0.32453 
45, 0.88000, 0.37500, 3.79220, 3.36039, 0.35899, 0.32470 
46, 0.90000, 0.37500, 3.81144, 3.37332, 0.35728, 0.32492 
47, 0.92000, 0.37500, 3.82752, 3.38720, 0.35575, 0.32519 
48, 0.94000, 0.37500, 3.83540, 3.39677, 0.35442, 0.32551 
49, 0.96000, 0.37500, 3.84001, 3.40649, 0.35328, 0.32588 
50, 0.98000, 0.37500, 3.83858, 3.41330, 0.35234, 0.32630 
51, 1.00000, 0.37500, 3.83430, 3.41994, 0.35158, 0.32676 
52, 1.02000, 0.37500, 3.82571, 3.42462, 0.35101, 0.32727 
53, 1.04000, 0.37500, 3.81492, 3.42904, 0.35061, 0.32782 
54, 1.06000, 0.37500, 3.80123, 3.43217, 0.35038, 0.32840 
55, 1.08000, 0.37500, 3.78608, 3.43507, 0.35031, 0.32901 
56, 1.10000, 0.37500, 3.76919, 3.43717, 0.35038, 0.32966 
57, 1.12000, 0.37500, 3.75156, 3.43912, 0.35058, 0.33033 
58, 1.14000, 0.37500, 3.73312, 3.44059, 0.35091, 0.33102 
59, 1.16000, 0.37500, 3.71457, 3.44202, 0.35134, 0.33173 
60, 1.18000, 0.37500, 3.69596, 3.44320, 0.35186, 0.33245 
61, 1.20000, 0.37500, 3.67777, 3.44441, 0.35247, 0.33318 
62, 1.22000, 0.37500, 3.66007, 3.44556, 0.35314, 0.33393 
63, 1.24000, 0.37500, 3.64319, 3.44679, 0.35387, 0.33467 
64, 1.26000, 0.37500, 3.62720, 3.44805, 0.35464, 0.33542 
65, 1.28000, 0.37500, 3.61232, 3.44944, 0.35545, 0.33617 
66, 1.30000, 0.37500, 3.59859, 3.45094, 0.35628, 0.33692 
67, 1.32000, 0.37500, 3.58614, 3.45258, 0.35712, 0.33766 
68, 1.34000, 0.37500, 3.57497, 3.45436, 0.35797, 0.33840 
69, 1.36000, 0.37500, 3.56515, 3.45630, 0.35882, 0.33913 
70, 1.38000, 0.37500, 3.55667, 3.45838, 0.35965, 0.33985 
71, 1.40000, 0.37500, 3.54951, 3.46062, 0.36047, 0.34056 
72, 1.42000, 0.37500, 3.54365, 3.46299, 0.36127, 0.34126 
73, 1.44000, 0.37500, 3.53905, 3.46549, 0.36204, 0.34195 
74, 1.46000, 0.37500, 3.53564, 3.46812, 0.36277, 0.34262 
75, 1.48000, 0.37500, 3.53337, 3.47087, 0.36348, 0.34328 
76, 1.50000, 0.37500, 3.53215, 3.47371, 0.36415, 0.34393 
77, 1.52000, 0.37500, 3.53191, 3.47665, 0.36478, 0.34457 
78, 1.54000, 0.37500, 3.53257, 3.47966, 0.36538, 0.34519 
79, 1.56000, 0.37500, 3.53403, 3.48274, 0.36593, 0.34580 
80, 1.58000, 0.37500, 3.53621, 3.48587, 0.36645, 0.34639 
81, 1.60000, 0.37500, 3.53903, 3.48904, 0.36692, 0.34697 
82, 1.62000, 0.37500, 3.54239, 3.49224, 0.36736, 0.34754 
83, 1.64000, 0.37500, 3.54620, 3.49545, 0.36776, 0.34810 
84, 1.66000, 0.37500, 3.55040, 3.49867, 0.36813, 0.34864 
85, 1.68000, 0.37500, 3.55489, 3.50189, 0.36846, 0.34917 
86, 1.70000, 0.37500, 3.55961, 3.50510, 0.36876, 0.34969 
