time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 3.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 43.73400, -0.00000, -0.00000, 0.00000 
0.01000, 3.00000,0.00000, 0.00000, 0.00106, 0.00000, 0.00000, -0.21198, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 43.08742, -0.00000, -0.00000, 0.00000 
0.02000, 3.00000,0.00000, 0.00000, 0.00422, 0.00000, 0.00000, -0.41932, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 42.43381, -0.00000, -0.00000, 0.00000 
0.03000, 3.00000,0.00000, 0.00000, 0.00943, 0.00000, 0.00000, -0.62196, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 41.77377, -0.00000, -0.00000, 0.00000 
0.04000, 3.00000,0.00000, 0.00000, 0.01665, 0.00000, 0.00000, -0.81987, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 41.10791, -0.00000, -0.00000, 0.00000 
0.05000, 3.00000,0.00000, 0.00000, 0.02582, 0.00000, 0.00000, -1.01301, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 40.43682, -0.00000, -0.00000, 0.00000 
0.06000, 3.00000,0.00000, 0.00000, 0.03689, 0.00000, 0.00000, -1.20133, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 39.76109, -0.00000, -0.00000, 0.00000 
0.07000, 3.00000,0.00000, 0.00000, 0.04983, 0.00000, 0.00000, -1.38481, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 39.08130, -0.00000, -0.00000, 0.00000 
0.08000, 3.00000,0.00000, 0.00000, 0.06457, 0.00000, 0.00000, -1.56343, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 38.39801, -0.00000, -0.00000, 0.00000 
0.09000, 3.00000,0.00000, 0.00000, 0.08108, 0.00000, 0.00000, -1.73715, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 37.71177, -0.00000, -0.00000, 0.00000 
0.10000, 3.00000,0.00000, 0.00000, 0.09930, 0.00000, 0.00000, -1.90596, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 37.02314, -0.00000, -0.00000, 0.00000 
0.11000, 3.00000,0.00000, 0.00000, 0.11918, 0.00000, 0.00000, -2.06985, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 36.33265, -0.00000, -0.00000, 0.00000 
0.12000, 3.00000,0.00000, 0.00000, 0.14068, 0.00000, 0.00000, -2.22879, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 35.64083, -0.00000, -0.00000, 0.00000 
0.13000, 3.00000,0.00000, 0.00000, 0.16374, 0.00000, 0.00000, -2.38280, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 34.94820, -0.00000, -0.00000, 0.00000 
0.14000, 3.00000,0.00000, 0.00000, 0.18832, 0.00000, 0.00000, -2.53185, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 34.25526, -0.00000, -0.00000, 0.00000 
0.15000, 3.00000,0.00000, 0.00000, 0.21436, 0.00000, 0.00000, -2.67596, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 33.56251, -0.00000, -0.00000, 0.00000 
0.16000, 3.00000,0.00000, 0.00000, 0.24182, 0.00000, 0.00000, -2.81512, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 32.87043, -0.00000, -0.00000, 0.00000 
0.17000, 3.00000,0.00000, 0.00000, 0.27065, 0.00000, 0.00000, -2.94934, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 32.17951, -0.00000, -0.00000, 0.00000 
0.18000, 3.00000,0.00000, 0.00000, 0.30079, 0.00000, 0.00000, -3.07863, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 31.49020, -0.00000, -0.00000, 0.00000 
0.19000, 3.00000,0.00000, 0.00000, 0.33220, 0.00000, 0.00000, -3.20300, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.80295, -0.00000, -0.00000, 0.00000 
0.20000, 3.00000,0.00000, 0.00000, 0.36484, 0.00000, 0.00000, -3.32248, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.11821, -0.00000, -0.00000, 0.00000 
0.21000, 3.00000,0.00000, 0.00000, 0.39864, 0.00000, 0.00000, -3.43707, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 29.43642, -0.00000, -0.00000, 0.00000 
