time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 1.75000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 31.23400, -0.00000, -0.00000, 0.00000 
0.01000, 1.75000,0.00000, 0.00000, 0.00062, 0.00000, 0.00000, -0.12366, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.85683, -0.00000, -0.00000, 0.00000 
0.02000, 1.75000,0.00000, 0.00000, 0.00246, 0.00000, 0.00000, -0.24460, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.47555, -0.00000, -0.00000, 0.00000 
0.03000, 1.75000,0.00000, 0.00000, 0.00550, 0.00000, 0.00000, -0.36281, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.09053, -0.00000, -0.00000, 0.00000 
0.04000, 1.75000,0.00000, 0.00000, 0.00971, 0.00000, 0.00000, -0.47826, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 29.70211, -0.00000, -0.00000, 0.00000 
0.05000, 1.75000,0.00000, 0.00000, 0.01506, 0.00000, 0.00000, -0.59092, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 29.31065, -0.00000, -0.00000, 0.00000 
0.06000, 1.75000,0.00000, 0.00000, 0.02152, 0.00000, 0.00000, -0.70078, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 28.91647, -0.00000, -0.00000, 0.00000 
0.07000, 1.75000,0.00000, 0.00000, 0.02907, 0.00000, 0.00000, -0.80781, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 28.51992, -0.00000, -0.00000, 0.00000 
0.08000, 1.75000,0.00000, 0.00000, 0.03767, 0.00000, 0.00000, -0.91200, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 28.12134, -0.00000, -0.00000, 0.00000 
0.09000, 1.75000,0.00000, 0.00000, 0.04730, 0.00000, 0.00000, -1.01334, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.72103, -0.00000, -0.00000, 0.00000 
0.10000, 1.75000,0.00000, 0.00000, 0.05792, 0.00000, 0.00000, -1.11181, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.31933, -0.00000, -0.00000, 0.00000 
0.11000, 1.75000,0.00000, 0.00000, 0.06952, 0.00000, 0.00000, -1.20741, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.91655, -0.00000, -0.00000, 0.00000 
0.12000, 1.75000,0.00000, 0.00000, 0.08206, 0.00000, 0.00000, -1.30013, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.51298, -0.00000, -0.00000, 0.00000 
0.13000, 1.75000,0.00000, 0.00000, 0.09552, 0.00000, 0.00000, -1.38997, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.10895, -0.00000, -0.00000, 0.00000 
0.14000, 1.75000,0.00000, 0.00000, 0.10985, 0.00000, 0.00000, -1.47691, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.70473, -0.00000, -0.00000, 0.00000 
0.15000, 1.75000,0.00000, 0.00000, 0.12504, 0.00000, 0.00000, -1.56098, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.30063, -0.00000, -0.00000, 0.00000 
0.16000, 1.75000,0.00000, 0.00000, 0.14106, 0.00000, 0.00000, -1.64215, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.89692, -0.00000, -0.00000, 0.00000 
0.17000, 1.75000,0.00000, 0.00000, 0.15788, 0.00000, 0.00000, -1.72045, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.49388, -0.00000, -0.00000, 0.00000 
0.18000, 1.75000,0.00000, 0.00000, 0.17546, 0.00000, 0.00000, -1.79587, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.09178, -0.00000, -0.00000, 0.00000 
0.19000, 1.75000,0.00000, 0.00000, 0.19379, 0.00000, 0.00000, -1.86842, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.69089, -0.00000, -0.00000, 0.00000 
0.20000, 1.75000,0.00000, 0.00000, 0.21282, 0.00000, 0.00000, -1.93811, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.29146, -0.00000, -0.00000, 0.00000 
0.21000, 1.75000,0.00000, 0.00000, 0.23254, 0.00000, 0.00000, -2.00496, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.89374, -0.00000, -0.00000, 0.00000 
0.22000, 1.75000,0.00000, 0.00000, 0.25291, 0.00000, 0.00000, -2.06897, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.49799, -0.00000, -0.00000, 0.00000 
0.23000, 1.75000,0.00000, 0.00000, 0.27391, 0.00000, 0.00000, -2.13016, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.10443, -0.00000, -0.00000, 0.00000 
0.24000, 1.75000,0.00000, 0.00000, 0.29550, 0.00000, 0.00000, -2.18855, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.71330, -0.00000, -0.00000, 0.00000 
0.25000, 1.75000,0.00000, 0.00000, 0.31767, 0.00000, 0.00000, -2.24416, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.32482, -0.00000, -0.00000, 0.00000 
0.26000, 1.75000,0.00000, 0.00000, 0.34038, 0.00000, 0.00000, -2.29700, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.93922, -0.00000, -0.00000, 0.00000 
0.27000, 1.75000,0.00000, 0.00000, 0.36360, 0.00000, 0.00000, -2.34710, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.55669, -0.00000, -0.00000, 0.00000 
0.28000, 1.75000,0.00000, 0.00000, 0.38731, 0.00000, 0.00000, -2.39448, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.17746, -0.00000, -0.00000, 0.00000 
