time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,y_nn_1, y_nn_2,y_nn_3,y_nn_4,y_nn_5,y_nn_6,y_nn_7,y_nn_8,y_nn_9, y_nn_10,y_nn_11,y_nn_12,u_nn_1, u_nn_2, u_nn_3,u_nn_4,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 2.93587, 0.00000, 0.00000, 0.00416, 0.00000, 0.00000, -0.20497, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 20.57748,-0.00000, -0.00000, 0.00000, 42.00869, 0.00000,0.00000, 0.00000 
0.01000, 2.93587, 0.00000, 0.00000, 0.00645, 0.00000, 0.00000, -0.25325, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00101,0.00000, 0.00000, -0.20056, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 20.40971,-0.00000, -0.00000, 0.00000, 41.60692, 0.00000,0.00000, 0.00000 
0.02000, 2.93587, 0.00000, 0.00000, 0.00922, 0.00000, 0.00000, -0.30033, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00400,0.00000, 0.00000, -0.39807, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 20.24077,-0.00000, -0.00000, 0.00000, 41.15598, 0.00000,0.00000, 0.00000 
0.03000, 2.93587, 0.00000, 0.00000, 0.01246, 0.00000, 0.00000, -0.34620, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.00896,0.00000, 0.00000, -0.59219, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 20.07082,-0.00000, -0.00000, 0.00000, 40.66067, 0.00000,0.00000, 0.00000 
0.04000, 2.93587, 0.00000, 0.00000, 0.01614, 0.00000, 0.00000, -0.39086, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.01583,0.00000, 0.00000, -0.78264, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.90000,-0.00000, -0.00000, 0.00000, 40.12619, 0.00000,0.00000, 0.00000 
0.05000, 2.93587, 0.00000, 0.00000, 0.02027, 0.00000, 0.00000, -0.43429, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.02460,0.00000, 0.00000, -0.96914, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.72844,-0.00000, -0.00000, 0.00000, 39.55798, 0.00000,0.00000, 0.00000 
0.06000, 2.93587, 0.00000, 0.00000, 0.02482, 0.00000, 0.00000, -0.47649, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.03520,0.00000, 0.00000, -1.15149, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.55628,-0.00000, -0.00000, 0.00000, 38.96146, 0.00000,0.00000, 0.00000 
0.07000, 2.93587, 0.00000, 0.00000, 0.02980, 0.00000, 0.00000, -0.51746, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.04761,0.00000, 0.00000, -1.32948, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.38366,-0.00000, -0.00000, 0.00000, 38.34183, 0.00000,0.00000, 0.00000 
0.08000, 2.93587, 0.00000, 0.00000, 0.03517, 0.00000, 0.00000, -0.55720, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.06178,0.00000, 0.00000, -1.50298, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.21071,-0.00000, -0.00000, 0.00000, 37.70389, 0.00000,0.00000, 0.00000 
0.09000, 2.93587, 0.00000, 0.00000, 0.04094, 0.00000, 0.00000, -0.59570, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.07765,0.00000, 0.00000, -1.67188, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 19.03755,-0.00000, -0.00000, 0.00000, 37.05195, 0.00000,0.00000, 0.00000 
0.10000, 2.93587, 0.00000, 0.00000, 0.04708, 0.00000, 0.00000, -0.63296, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.09520,0.00000, 0.00000, -1.83607, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 18.86431,-0.00000, -0.00000, 0.00000, 36.38977, 0.00000,0.00000, 0.00000 
0.11000, 2.93587, 0.00000, 0.00000, 0.05359, 0.00000, 0.00000, -0.66899, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.11436,0.00000, 0.00000, -1.99551, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 18.69113,-0.00000, -0.00000, 0.00000, 35.72050, 0.00000,0.00000, 0.00000 
0.12000, 2.93587, 0.00000, 0.00000, 0.06046, 0.00000, 0.00000, -0.70378, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.13509,0.00000, 0.00000, -2.15015, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 18.51811,-0.00000, -0.00000, 0.00000, 35.04675, 0.00000,0.00000, 0.00000 
0.13000, 2.93587, 0.00000, 0.00000, 0.06766, 0.00000, 0.00000, -0.73733, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.15735,0.00000, 0.00000, -2.29997, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 18.34538,-0.00000, -0.00000, 0.00000, 34.37062, 0.00000,0.00000, 0.00000 
0.14000, 2.93587, 0.00000, 0.00000, 0.07520, 0.00000, 0.00000, -0.76966, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 0.18108,0.00000, 0.00000, -2.44496, 0.00000, 0.00000,0.00000, 0.00000, 0.00000, 0.00000, 18.17305,-0.00000, -0.00000, 0.00000, 33.69372, 0.00000,0.00000, 0.00000 
