time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 2.25000,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 36.23400, -0.00000, -0.00000, 0.00000 
0.01000, 2.25000,0.00000, 0.00000, 0.00080, 0.00000, 0.00000, -0.15899, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 35.74906, -0.00000, -0.00000, 0.00000 
0.02000, 2.25000,0.00000, 0.00000, 0.00317, 0.00000, 0.00000, -0.31449, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 35.25885, -0.00000, -0.00000, 0.00000 
0.03000, 2.25000,0.00000, 0.00000, 0.00708, 0.00000, 0.00000, -0.46647, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 34.76383, -0.00000, -0.00000, 0.00000 
0.04000, 2.25000,0.00000, 0.00000, 0.01249, 0.00000, 0.00000, -0.61490, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 34.26443, -0.00000, -0.00000, 0.00000 
0.05000, 2.25000,0.00000, 0.00000, 0.01936, 0.00000, 0.00000, -0.75975, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 33.76112, -0.00000, -0.00000, 0.00000 
0.06000, 2.25000,0.00000, 0.00000, 0.02767, 0.00000, 0.00000, -0.90100, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 33.25432, -0.00000, -0.00000, 0.00000 
0.07000, 2.25000,0.00000, 0.00000, 0.03737, 0.00000, 0.00000, -1.03861, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 32.74447, -0.00000, -0.00000, 0.00000 
0.08000, 2.25000,0.00000, 0.00000, 0.04843, 0.00000, 0.00000, -1.17257, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 32.23200, -0.00000, -0.00000, 0.00000 
0.09000, 2.25000,0.00000, 0.00000, 0.06081, 0.00000, 0.00000, -1.30286, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 31.71733, -0.00000, -0.00000, 0.00000 
0.10000, 2.25000,0.00000, 0.00000, 0.07447, 0.00000, 0.00000, -1.42947, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 31.20085, -0.00000, -0.00000, 0.00000 
0.11000, 2.25000,0.00000, 0.00000, 0.08939, 0.00000, 0.00000, -1.55238, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.68299, -0.00000, -0.00000, 0.00000 
0.12000, 2.25000,0.00000, 0.00000, 0.10551, 0.00000, 0.00000, -1.67160, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 30.16412, -0.00000, -0.00000, 0.00000 
0.13000, 2.25000,0.00000, 0.00000, 0.12281, 0.00000, 0.00000, -1.78710, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 29.64465, -0.00000, -0.00000, 0.00000 
0.14000, 2.25000,0.00000, 0.00000, 0.14124, 0.00000, 0.00000, -1.89889, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 29.12494, -0.00000, -0.00000, 0.00000 
0.15000, 2.25000,0.00000, 0.00000, 0.16077, 0.00000, 0.00000, -2.00697, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 28.60538, -0.00000, -0.00000, 0.00000 
0.16000, 2.25000,0.00000, 0.00000, 0.18137, 0.00000, 0.00000, -2.11134, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 28.08632, -0.00000, -0.00000, 0.00000 
0.17000, 2.25000,0.00000, 0.00000, 0.20299, 0.00000, 0.00000, -2.21200, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.56813, -0.00000, -0.00000, 0.00000 
0.18000, 2.25000,0.00000, 0.00000, 0.22559, 0.00000, 0.00000, -2.30897, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.05115, -0.00000, -0.00000, 0.00000 
0.19000, 2.25000,0.00000, 0.00000, 0.24915, 0.00000, 0.00000, -2.40225, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.53571, -0.00000, -0.00000, 0.00000 
0.20000, 2.25000,0.00000, 0.00000, 0.27363, 0.00000, 0.00000, -2.49186, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.02216, -0.00000, -0.00000, 0.00000 
0.21000, 2.25000,0.00000, 0.00000, 0.29898, 0.00000, 0.00000, -2.57780, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.51081, -0.00000, -0.00000, 0.00000 
0.22000, 2.25000,0.00000, 0.00000, 0.32517, 0.00000, 0.00000, -2.66011, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.00198, -0.00000, -0.00000, 0.00000 
0.23000, 2.25000,0.00000, 0.00000, 0.35217, 0.00000, 0.00000, -2.73878, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.49598, -0.00000, -0.00000, 0.00000 
0.24000, 2.25000,0.00000, 0.00000, 0.37993, 0.00000, 0.00000, -2.81386, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.99310, -0.00000, -0.00000, 0.00000 
0.25000, 2.25000,0.00000, 0.00000, 0.40843, 0.00000, 0.00000, -2.88535, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.49363, -0.00000, -0.00000, 0.00000 
0.26000, 2.25000,0.00000, 0.00000, 0.43763, 0.00000, 0.00000, -2.95329, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.99785, -0.00000, -0.00000, 0.00000 
0.27000, 2.25000,0.00000, 0.00000, 0.46749, 0.00000, 0.00000, -3.01770, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.50604, -0.00000, -0.00000, 0.00000 
0.28000, 2.25000,0.00000, 0.00000, 0.49797, 0.00000, 0.00000, -3.07861, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.01845, -0.00000, -0.00000, 0.00000 
0.29000, 2.25000,0.00000, 0.00000, 0.52905, 0.00000, 0.00000, -3.13606, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.53535, -0.00000, -0.00000, 0.00000 
0.30000, 2.25000,0.00000, 0.00000, 0.56068, 0.00000, 0.00000, -3.19007, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.05698, -0.00000, -0.00000, 0.00000 
0.31000, 2.25000,0.00000, 0.00000, 0.59284, 0.00000, 0.00000, -3.24068, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.58357, -0.00000, -0.00000, 0.00000 
0.32000, 2.25000,0.00000, 0.00000, 0.62548, 0.00000, 0.00000, -3.28793, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.11536, -0.00000, -0.00000, 0.00000 
0.33000, 2.25000,0.00000, 0.00000, 0.65859, 0.00000, 0.00000, -3.33186, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 19.65257, -0.00000, -0.00000, 0.00000 
0.34000, 2.25000,0.00000, 0.00000, 0.69211, 0.00000, 0.00000, -3.37250, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 19.19541, -0.00000, -0.00000, 0.00000 
0.35000, 2.25000,0.00000, 0.00000, 0.72602, 0.00000, 0.00000, -3.40989, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 18.74408, -0.00000, -0.00000, 0.00000 
0.36000, 2.25000,0.00000, 0.00000, 0.76030, 0.00000, 0.00000, -3.44409, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 18.29877, -0.00000, -0.00000, 0.00000 
0.37000, 2.25000,0.00000, 0.00000, 0.79490, 0.00000, 0.00000, -3.47512, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.85969, -0.00000, -0.00000, 0.00000 
0.38000, 2.25000,0.00000, 0.00000, 0.82979, 0.00000, 0.00000, -3.50304, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.42699, -0.00000, -0.00000, 0.00000 
0.39000, 2.25000,0.00000, 0.00000, 0.86495, 0.00000, 0.00000, -3.52789, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.00086, -0.00000, -0.00000, 0.00000 
0.40000, 2.25000,0.00000, 0.00000, 0.90034, 0.00000, 0.00000, -3.54972, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 16.58146, -0.00000, -0.00000, 0.00000 
0.41000, 2.25000,0.00000, 0.00000, 0.93593, 0.00000, 0.00000, -3.56859, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 16.16893, -0.00000, -0.00000, 0.00000 
