time, ref, y_nom_1, y_nom_2,y_nom_3,y_nom_4,y_nom_5,y_nom_6, y_nom_7,y_nom_8,y_nom_9,y_nom_10,y_nom_11,y_nom_12,u_nom_1,u_nom_2,u_nom_3,u_nom_4
0.00000, 1.37500,0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.48400, -0.00000, -0.00000, 0.00000 
0.01000, 1.37500,0.00000, 0.00000, 0.00049, 0.00000, 0.00000, -0.09716, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 27.18765, -0.00000, -0.00000, 0.00000 
0.02000, 1.37500,0.00000, 0.00000, 0.00194, 0.00000, 0.00000, -0.19219, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.88808, -0.00000, -0.00000, 0.00000 
0.03000, 1.37500,0.00000, 0.00000, 0.00432, 0.00000, 0.00000, -0.28507, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.58556, -0.00000, -0.00000, 0.00000 
0.04000, 1.37500,0.00000, 0.00000, 0.00763, 0.00000, 0.00000, -0.37577, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 26.28037, -0.00000, -0.00000, 0.00000 
0.05000, 1.37500,0.00000, 0.00000, 0.01183, 0.00000, 0.00000, -0.46429, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.97279, -0.00000, -0.00000, 0.00000 
0.06000, 1.37500,0.00000, 0.00000, 0.01691, 0.00000, 0.00000, -0.55061, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.66308, -0.00000, -0.00000, 0.00000 
0.07000, 1.37500,0.00000, 0.00000, 0.02284, 0.00000, 0.00000, -0.63471, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.35151, -0.00000, -0.00000, 0.00000 
0.08000, 1.37500,0.00000, 0.00000, 0.02960, 0.00000, 0.00000, -0.71657, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 25.03834, -0.00000, -0.00000, 0.00000 
0.09000, 1.37500,0.00000, 0.00000, 0.03716, 0.00000, 0.00000, -0.79619, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.72381, -0.00000, -0.00000, 0.00000 
0.10000, 1.37500,0.00000, 0.00000, 0.04551, 0.00000, 0.00000, -0.87356, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.40819, -0.00000, -0.00000, 0.00000 
0.11000, 1.37500,0.00000, 0.00000, 0.05462, 0.00000, 0.00000, -0.94868, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 24.09171, -0.00000, -0.00000, 0.00000 
0.12000, 1.37500,0.00000, 0.00000, 0.06448, 0.00000, 0.00000, -1.02153, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.77463, -0.00000, -0.00000, 0.00000 
0.13000, 1.37500,0.00000, 0.00000, 0.07505, 0.00000, 0.00000, -1.09212, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.45717, -0.00000, -0.00000, 0.00000 
0.14000, 1.37500,0.00000, 0.00000, 0.08631, 0.00000, 0.00000, -1.16043, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 23.13958, -0.00000, -0.00000, 0.00000 
0.15000, 1.37500,0.00000, 0.00000, 0.09825, 0.00000, 0.00000, -1.22648, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.82207, -0.00000, -0.00000, 0.00000 
0.16000, 1.37500,0.00000, 0.00000, 0.11083, 0.00000, 0.00000, -1.29026, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.50486, -0.00000, -0.00000, 0.00000 
0.17000, 1.37500,0.00000, 0.00000, 0.12405, 0.00000, 0.00000, -1.35178, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 22.18819, -0.00000, -0.00000, 0.00000 
0.18000, 1.37500,0.00000, 0.00000, 0.13786, 0.00000, 0.00000, -1.41104, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.87226, -0.00000, -0.00000, 0.00000 
0.19000, 1.37500,0.00000, 0.00000, 0.15226, 0.00000, 0.00000, -1.46804, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.55727, -0.00000, -0.00000, 0.00000 
0.20000, 1.37500,0.00000, 0.00000, 0.16722, 0.00000, 0.00000, -1.52280, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 21.24343, -0.00000, -0.00000, 0.00000 
0.21000, 1.37500,0.00000, 0.00000, 0.18271, 0.00000, 0.00000, -1.57532, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.93094, -0.00000, -0.00000, 0.00000 
0.22000, 1.37500,0.00000, 0.00000, 0.19872, 0.00000, 0.00000, -1.62562, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.61999, -0.00000, -0.00000, 0.00000 
0.23000, 1.37500,0.00000, 0.00000, 0.21521, 0.00000, 0.00000, -1.67370, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.31076, -0.00000, -0.00000, 0.00000 
0.24000, 1.37500,0.00000, 0.00000, 0.23218, 0.00000, 0.00000, -1.71958, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 20.00345, -0.00000, -0.00000, 0.00000 
0.25000, 1.37500,0.00000, 0.00000, 0.24960, 0.00000, 0.00000, -1.76327, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 19.69822, -0.00000, -0.00000, 0.00000 
0.26000, 1.37500,0.00000, 0.00000, 0.26744, 0.00000, 0.00000, -1.80479, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 19.39524, -0.00000, -0.00000, 0.00000 
0.27000, 1.37500,0.00000, 0.00000, 0.28569, 0.00000, 0.00000, -1.84415, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 19.09469, -0.00000, -0.00000, 0.00000 
0.28000, 1.37500,0.00000, 0.00000, 0.30432, 0.00000, 0.00000, -1.88137, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 18.79672, -0.00000, -0.00000, 0.00000 
0.29000, 1.37500,0.00000, 0.00000, 0.32331, 0.00000, 0.00000, -1.91648, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 18.50149, -0.00000, -0.00000, 0.00000 
0.30000, 1.37500,0.00000, 0.00000, 0.34264, 0.00000, 0.00000, -1.94949, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 18.20915, -0.00000, -0.00000, 0.00000 
0.31000, 1.37500,0.00000, 0.00000, 0.36229, 0.00000, 0.00000, -1.98042, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.91985, -0.00000, -0.00000, 0.00000 
0.32000, 1.37500,0.00000, 0.00000, 0.38224, 0.00000, 0.00000, -2.00929, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.63372, -0.00000, -0.00000, 0.00000 
0.33000, 1.37500,0.00000, 0.00000, 0.40247, 0.00000, 0.00000, -2.03614, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.35090, -0.00000, -0.00000, 0.00000 
0.34000, 1.37500,0.00000, 0.00000, 0.42296, 0.00000, 0.00000, -2.06097, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 17.07153, -0.00000, -0.00000, 0.00000 
0.35000, 1.37500,0.00000, 0.00000, 0.44368, 0.00000, 0.00000, -2.08382, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 16.79571, -0.00000, -0.00000, 0.00000 
0.36000, 1.37500,0.00000, 0.00000, 0.46463, 0.00000, 0.00000, -2.10472, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 16.52358, -0.00000, -0.00000, 0.00000 
0.37000, 1.37500,0.00000, 0.00000, 0.48577, 0.00000, 0.00000, -2.12368, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 16.25525, -0.00000, -0.00000, 0.00000 
0.38000, 1.37500,0.00000, 0.00000, 0.50709, 0.00000, 0.00000, -2.14075, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 15.99083, -0.00000, -0.00000, 0.00000 
0.39000, 1.37500,0.00000, 0.00000, 0.52858, 0.00000, 0.00000, -2.15593, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000,0.00000, 15.73042, -0.00000, -0.00000, 0.00000 
